deal_id,company_name,deal_name,stage,deal_size,days_in_stage,response_latency_hrs,sentiment_trend,stakeholder_count,competitor_mentions,scope_change_flags,outcome
DEAL-0068,Aether Systems,Aether Systems - Digital Transformation Deal,Closed,654000.0,20,36.7,stable,6,0,3,lost
DEAL-0069,CyberShield,CyberShield - Digital Transformation Deal,Closed,556000.0,42,31.6,declining,8,4,2,lost
DEAL-0070,Aura Insights,Aura Insights - Enterprise Platform Renewal & Expansion,Closed,708000.0,154,19.7,improving,12,6,0,stalled
DEAL-0071,Titan Technologies,Titan Technologies - Digital Transformation Deal,Closed,708000.0,174,27.6,improving,10,3,2,stalled
DEAL-0072,Hyperion Systems,Hyperion Systems - Digital Transformation Deal,Closed,402000.0,155,50.6,stable,5,4,0,lost
DEAL-0073,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,1086000.0,145,54.7,declining,8,3,3,lost
DEAL-0074,Apex Global,Apex Global - Digital Transformation Deal,Closed,348000.0,65,22.4,declining,12,2,3,stalled
DEAL-0075,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,1124000.0,93,50.8,stable,6,2,2,stalled
DEAL-0076,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,1119000.0,50,14.2,declining,12,3,2,lost
DEAL-0077,ZeroDay Defense,ZeroDay Defense - Enterprise Platform Renewal & Expansion,Closed,1471000.0,78,16.8,improving,4,2,0,stalled
DEAL-0078,Delta Analytics,Delta Analytics - Digital Transformation Deal,Closed,1462000.0,77,50.4,improving,9,5,3,stalled
DEAL-0079,Acme Corp,Acme Corp - Enterprise Platform Renewal & Expansion,Closed,715000.0,90,13.7,improving,8,2,3,won
DEAL-0080,Beacon Dynamics,Beacon Dynamics - Digital Transformation Deal,Closed,130000.0,178,4.3,improving,11,6,4,lost
DEAL-0081,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,195000.0,158,43.1,declining,7,1,4,stalled
DEAL-0082,Titan Technologies,Titan Technologies - Digital Transformation Deal,Closed,891000.0,81,41.2,improving,7,4,0,lost
DEAL-0083,Hyperion Systems,Hyperion Systems - Enterprise Platform Renewal & Expansion,Closed,412000.0,43,17.7,declining,2,0,1,won
DEAL-0084,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,715000.0,62,21.1,stable,1,5,3,stalled
DEAL-0085,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,1186000.0,153,47.8,improving,11,3,0,lost
DEAL-0086,Evolve Logic,Evolve Logic - Enterprise Platform Renewal & Expansion,Closed,1243000.0,18,12.4,stable,2,4,4,lost
DEAL-0087,Titan Technologies,Titan Technologies - Digital Transformation Deal,Closed,1039000.0,106,67.9,declining,12,4,3,lost
DEAL-0088,Aether Systems,Aether Systems - Enterprise Platform Renewal & Expansion,Closed,1107000.0,67,2.3,improving,10,5,4,stalled
DEAL-0089,Apex Global,Apex Global - Enterprise Platform Renewal & Expansion,Closed,1015000.0,150,3.4,improving,5,3,4,lost
DEAL-0090,Luminary Data,Luminary Data - Digital Transformation Deal,Closed,886000.0,128,69.8,stable,11,2,3,stalled
DEAL-0091,CyberShield,CyberShield - Enterprise Platform Renewal & Expansion,Closed,508000.0,129,21.1,stable,12,6,4,won
DEAL-0092,CloudScale,CloudScale - Digital Transformation Deal,Closed,498000.0,134,59.5,improving,7,5,4,lost
DEAL-0093,BlueWave Tech,BlueWave Tech - Digital Transformation Deal,Closed,555000.0,163,32.1,improving,8,1,2,stalled
DEAL-0094,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,1053000.0,10,70.1,declining,2,6,1,lost
DEAL-0095,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,837000.0,60,71.4,improving,2,3,0,lost
DEAL-0096,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,1081000.0,72,30.2,stable,9,3,1,stalled
DEAL-0097,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,1384000.0,37,62.3,stable,9,6,3,stalled
DEAL-0098,Zenith Enterprise,Zenith Enterprise - Digital Transformation Deal,Closed,24000.0,79,60.4,declining,12,5,3,lost
DEAL-0099,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,531000.0,142,27.5,stable,9,6,1,lost
DEAL-0100,IronClad Security,IronClad Security - Enterprise Platform Renewal & Expansion,Closed,366000.0,14,23.2,stable,7,5,3,stalled
DEAL-0101,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,75000.0,154,24.2,improving,9,6,3,stalled
DEAL-0102,Vanguard Cloud,Vanguard Cloud - Digital Transformation Deal,Closed,233000.0,42,5.9,stable,11,2,4,stalled
DEAL-0103,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,1281000.0,100,68.7,declining,9,5,3,lost
DEAL-0104,Aether Systems,Aether Systems - Enterprise Platform Renewal & Expansion,Closed,367000.0,76,71.8,declining,11,0,3,lost
DEAL-0105,CyberShield,CyberShield - Digital Transformation Deal,Closed,1047000.0,14,23.7,improving,1,2,2,stalled
DEAL-0106,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,630000.0,49,12.7,improving,11,4,3,stalled
DEAL-0107,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,883000.0,121,46.1,stable,4,2,0,lost
DEAL-0108,Vanguard Cloud,Vanguard Cloud - Enterprise Platform Renewal & Expansion,Closed,1023000.0,21,32.1,stable,3,4,2,lost
DEAL-0109,Stratum Software,Stratum Software - Enterprise Platform Renewal & Expansion,Closed,696000.0,53,72.0,stable,5,0,1,stalled
DEAL-0110,Pinnacle Networks,Pinnacle Networks - Enterprise Platform Renewal & Expansion,Closed,1489000.0,8,70.4,declining,5,3,2,won
DEAL-0111,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,1123000.0,61,43.9,stable,5,1,1,stalled
DEAL-0112,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,1357000.0,13,22.6,stable,11,0,4,stalled
DEAL-0113,Delta Analytics,Delta Analytics - Digital Transformation Deal,Closed,457000.0,109,13.1,improving,12,6,4,lost
DEAL-0114,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,1372000.0,68,65.9,stable,3,6,2,lost
DEAL-0115,Optima Solutions,Optima Solutions - Enterprise Platform Renewal & Expansion,Closed,713000.0,39,54.4,improving,2,6,3,lost
DEAL-0116,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,604000.0,140,9.3,stable,5,5,2,lost
DEAL-0117,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,366000.0,161,63.7,declining,1,2,4,stalled
DEAL-0118,Beacon Dynamics,Beacon Dynamics - Enterprise Platform Renewal & Expansion,Closed,707000.0,80,46.9,improving,12,1,0,lost
DEAL-0119,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,192000.0,140,10.2,stable,4,2,4,lost
DEAL-0120,Evolve Logic,Evolve Logic - Enterprise Platform Renewal & Expansion,Closed,989000.0,160,29.7,stable,8,0,2,stalled
DEAL-0121,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,1286000.0,178,26.8,declining,2,2,0,stalled
DEAL-0122,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,1425000.0,26,47.9,declining,8,5,4,lost
DEAL-0123,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,380000.0,147,15.2,declining,3,1,4,stalled
DEAL-0124,InfiniTech,InfiniTech - Digital Transformation Deal,Closed,238000.0,3,20.3,improving,10,1,4,won
DEAL-0125,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,1302000.0,6,26.1,improving,3,4,2,won
DEAL-0126,Krypton Labs,Krypton Labs - Digital Transformation Deal,Closed,1118000.0,32,53.8,stable,9,3,2,stalled
DEAL-0127,CyberShield,CyberShield - Digital Transformation Deal,Closed,348000.0,14,52.5,declining,10,4,2,lost
DEAL-0128,Apex Global,Apex Global - Digital Transformation Deal,Closed,729000.0,112,49.6,stable,7,5,3,stalled
DEAL-0129,CloudScale,CloudScale - Digital Transformation Deal,Closed,240000.0,73,45.1,declining,3,4,2,stalled
DEAL-0130,ZeroDay Defense,ZeroDay Defense - Digital Transformation Deal,Closed,768000.0,28,57.2,improving,7,6,4,lost
DEAL-0131,Hyperion Systems,Hyperion Systems - Digital Transformation Deal,Closed,1334000.0,89,59.7,stable,7,3,0,stalled
DEAL-0132,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,574000.0,178,66.5,improving,3,0,0,stalled
DEAL-0133,CyberShield,CyberShield - Enterprise Platform Renewal & Expansion,Closed,572000.0,145,4.8,declining,3,4,2,lost
DEAL-0134,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,1005000.0,16,69.7,declining,7,2,2,stalled
DEAL-0135,Zenith Enterprise,Zenith Enterprise - Digital Transformation Deal,Closed,992000.0,30,25.5,declining,4,2,0,lost
DEAL-0136,InfiniTech,InfiniTech - Enterprise Platform Renewal & Expansion,Closed,1271000.0,160,48.8,declining,10,0,4,lost
DEAL-0137,Luminary Data,Luminary Data - Digital Transformation Deal,Closed,424000.0,89,25.6,improving,5,6,1,stalled
DEAL-0138,ScaleGrid,ScaleGrid - Digital Transformation Deal,Closed,1117000.0,26,53.8,improving,1,3,3,lost
DEAL-0139,Forward Media,Forward Media - Digital Transformation Deal,Closed,1088000.0,155,6.6,improving,10,1,1,lost
DEAL-0140,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,423000.0,111,35.2,stable,11,3,2,stalled
DEAL-0141,Zenith Enterprise,Zenith Enterprise - Digital Transformation Deal,Closed,656000.0,176,49.0,stable,5,4,2,won
DEAL-0142,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,101000.0,80,68.1,improving,4,6,2,stalled
DEAL-0143,DataCore Inc,DataCore Inc - Digital Transformation Deal,Closed,1126000.0,36,27.7,declining,3,1,4,lost
DEAL-0144,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,1295000.0,114,1.8,improving,1,6,2,lost
DEAL-0145,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,638000.0,106,2.0,stable,2,1,4,lost
DEAL-0146,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,1270000.0,114,42.6,declining,4,0,3,lost
DEAL-0147,Optima Solutions,Optima Solutions - Digital Transformation Deal,Closed,1173000.0,133,45.8,declining,2,4,1,lost
DEAL-0148,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,1438000.0,40,17.4,improving,11,2,1,won
DEAL-0149,Evolve Logic,Evolve Logic - Enterprise Platform Renewal & Expansion,Closed,990000.0,163,35.8,declining,3,6,4,lost
DEAL-0150,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,948000.0,115,5.4,stable,3,5,2,lost
DEAL-0151,BlueWave Tech,BlueWave Tech - Digital Transformation Deal,Closed,130000.0,118,3.2,stable,8,6,2,stalled
DEAL-0152,CloudScale,CloudScale - Enterprise Platform Renewal & Expansion,Closed,770000.0,151,40.1,declining,8,0,3,lost
DEAL-0153,Genesis Cloud,Genesis Cloud - Digital Transformation Deal,Closed,724000.0,18,32.7,stable,3,5,0,lost
DEAL-0154,Frontier AI,Frontier AI - Digital Transformation Deal,Closed,1067000.0,137,37.9,improving,8,2,2,lost
DEAL-0155,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,521000.0,16,56.9,declining,10,2,0,stalled
DEAL-0156,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,1091000.0,157,62.9,stable,11,0,4,lost
DEAL-0157,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,991000.0,103,9.7,declining,11,0,2,stalled
DEAL-0158,Optima Solutions,Optima Solutions - Enterprise Platform Renewal & Expansion,Closed,1012000.0,178,65.7,improving,12,5,3,lost
DEAL-0159,Apex Global,Apex Global - Digital Transformation Deal,Closed,287000.0,90,68.3,stable,4,1,1,lost
DEAL-0160,Evolve Logic,Evolve Logic - Digital Transformation Deal,Closed,1270000.0,132,55.6,declining,2,4,0,lost
DEAL-0161,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,248000.0,180,55.6,improving,3,5,3,won
DEAL-0162,Quantum Dynamics,Quantum Dynamics - Enterprise Platform Renewal & Expansion,Closed,372000.0,159,20.9,declining,8,6,3,stalled
DEAL-0163,IronClad Security,IronClad Security - Digital Transformation Deal,Closed,1217000.0,52,26.8,declining,8,3,3,lost
DEAL-0164,Radiant Systems,Radiant Systems - Enterprise Platform Renewal & Expansion,Closed,640000.0,54,57.8,improving,3,6,2,stalled
DEAL-0165,Vertex Systems,Vertex Systems - Enterprise Platform Renewal & Expansion,Closed,841000.0,135,61.4,stable,2,0,1,stalled
DEAL-0166,Zenith Enterprise,Zenith Enterprise - Digital Transformation Deal,Closed,667000.0,118,63.8,improving,4,3,0,stalled
DEAL-0167,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,1492000.0,60,2.5,improving,6,6,2,lost
DEAL-0168,Delta Analytics,Delta Analytics - Digital Transformation Deal,Closed,1378000.0,38,54.8,stable,8,3,4,won
DEAL-0169,CloudScale,CloudScale - Digital Transformation Deal,Closed,339000.0,143,67.7,declining,3,4,3,stalled
DEAL-0170,Matrix Networks,Matrix Networks - Digital Transformation Deal,Closed,200000.0,110,46.2,declining,4,3,0,stalled
DEAL-0171,Velocity Networks,Velocity Networks - Enterprise Platform Renewal & Expansion,Closed,44000.0,150,17.8,improving,9,2,3,won
DEAL-0172,Pinnacle Networks,Pinnacle Networks - Digital Transformation Deal,Closed,637000.0,174,6.6,stable,11,0,4,lost
DEAL-0173,Zenith Enterprise,Zenith Enterprise - Enterprise Platform Renewal & Expansion,Closed,598000.0,14,46.0,stable,8,2,0,won
DEAL-0174,Beacon Dynamics,Beacon Dynamics - Digital Transformation Deal,Closed,1105000.0,29,55.7,declining,11,6,2,stalled
DEAL-0175,Pinnacle Networks,Pinnacle Networks - Enterprise Platform Renewal & Expansion,Closed,1224000.0,178,33.7,declining,3,3,1,lost
DEAL-0176,Beacon Dynamics,Beacon Dynamics - Enterprise Platform Renewal & Expansion,Closed,1417000.0,78,14.9,improving,1,0,2,lost
DEAL-0177,Zenith Enterprise,Zenith Enterprise - Digital Transformation Deal,Closed,1227000.0,67,3.1,declining,8,1,2,stalled
DEAL-0178,BlueWave Tech,BlueWave Tech - Enterprise Platform Renewal & Expansion,Closed,511000.0,97,31.7,stable,2,5,3,lost
DEAL-0179,Radiant Systems,Radiant Systems - Digital Transformation Deal,Closed,296000.0,130,26.8,declining,12,2,0,lost
DEAL-0180,CloudScale,CloudScale - Digital Transformation Deal,Closed,1493000.0,142,21.5,improving,3,0,2,stalled
DEAL-0181,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,1082000.0,179,32.2,stable,3,0,2,lost
DEAL-0182,Stratum Software,Stratum Software - Digital Transformation Deal,Closed,1470000.0,22,48.5,stable,1,2,4,lost
DEAL-0183,Forward Media,Forward Media - Enterprise Platform Renewal & Expansion,Closed,231000.0,176,56.4,improving,10,1,0,stalled
DEAL-0184,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,1425000.0,157,11.5,stable,1,2,2,lost
DEAL-0185,Beacon Dynamics,Beacon Dynamics - Enterprise Platform Renewal & Expansion,Closed,804000.0,83,46.9,improving,7,0,0,stalled
DEAL-0186,Velocity Networks,Velocity Networks - Enterprise Platform Renewal & Expansion,Closed,1372000.0,70,55.9,declining,2,3,1,lost
DEAL-0187,Matrix Networks,Matrix Networks - Enterprise Platform Renewal & Expansion,Closed,1498000.0,34,10.2,improving,4,3,1,lost
DEAL-0188,Titan Technologies,Titan Technologies - Enterprise Platform Renewal & Expansion,Closed,1220000.0,173,25.3,improving,6,4,4,stalled
DEAL-0189,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,1073000.0,166,12.9,stable,12,4,1,stalled
DEAL-0190,Genesis Cloud,Genesis Cloud - Enterprise Platform Renewal & Expansion,Closed,370000.0,9,26.3,declining,8,2,3,lost
DEAL-0191,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,148000.0,104,72.0,declining,5,3,4,lost
DEAL-0192,Sentinels Security,Sentinels Security - Enterprise Platform Renewal & Expansion,Closed,129000.0,167,5.8,stable,6,5,4,stalled
DEAL-0193,Frontier AI,Frontier AI - Enterprise Platform Renewal & Expansion,Closed,211000.0,17,59.9,declining,9,1,2,stalled
DEAL-0194,OmniSoft,OmniSoft - Enterprise Platform Renewal & Expansion,Closed,354000.0,75,61.0,stable,9,1,4,stalled
DEAL-0195,Nexus Enterprise,Nexus Enterprise - Enterprise Platform Renewal & Expansion,Closed,158000.0,46,42.8,declining,11,1,1,stalled
DEAL-0196,Optima Solutions,Optima Solutions - Enterprise Platform Renewal & Expansion,Closed,854000.0,23,3.8,declining,1,6,4,stalled
DEAL-0197,Hyperion Systems,Hyperion Systems - Enterprise Platform Renewal & Expansion,Closed,637000.0,10,36.1,declining,11,4,2,lost
DEAL-0198,Nexus Enterprise,Nexus Enterprise - Digital Transformation Deal,Closed,1211000.0,106,21.8,improving,11,5,0,won
DEAL-0199,Sentinels Security,Sentinels Security - Digital Transformation Deal,Closed,322000.0,39,22.8,declining,10,2,2,lost
DEAL-0200,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,782000.0,84,17.8,improving,2,2,3,stalled
DEAL-0201,CyberShield,CyberShield - Digital Transformation Deal,Closed,1419000.0,110,18.3,improving,10,6,2,lost
DEAL-0202,OmniSoft,OmniSoft - Digital Transformation Deal,Closed,256000.0,122,36.2,stable,9,3,0,stalled
DEAL-0203,ScaleGrid,ScaleGrid - Enterprise Platform Renewal & Expansion,Closed,1451000.0,152,25.7,improving,4,2,3,stalled
DEAL-0204,Vertex Systems,Vertex Systems - Digital Transformation Deal,Closed,32000.0,113,10.1,stable,2,5,2,lost
DEAL-0205,Quantum Dynamics,Quantum Dynamics - Digital Transformation Deal,Closed,96000.0,52,26.4,stable,9,0,3,stalled
DEAL-0206,Luminary Data,Luminary Data - Enterprise Platform Renewal & Expansion,Closed,942000.0,33,9.7,improving,10,3,2,stalled
DEAL-0207,Optima Solutions,Optima Solutions - Enterprise Platform Renewal & Expansion,Closed,561000.0,53,43.6,stable,3,4,0,won
DEAL-0208,Delta Analytics,Delta Analytics - Enterprise Platform Renewal & Expansion,Closed,1210000.0,119,11.1,declining,9,1,2,lost
